userid,version,sum_gamerounds,retention_1,retention_7
100306,gate_30,35,False,False
100307,gate_30,51,True,False
100308,gate_30,33,True,True
100309,gate_30,25,False,False
100310,gate_30,2,False,False
100311,gate_30,9,False,False
100312,gate_30,62,False,False
100313,gate_30,47,False,False
100314,gate_30,76,False,False
100315,gate_30,15,False,False
100316,gate_30,26,True,True
100317,gate_30,38,False,False
100318,gate_30,39,False,False
100319,gate_30,3,False,False
100320,gate_30,11,True,False
100321,gate_30,11,True,False
100322,gate_30,13,True,False
100323,gate_30,143,False,False
100324,gate_30,160,False,False
100325,gate_30,19,False,False
100326,gate_30,65,True,False
100327,gate_30,9,True,False
100328,gate_30,21,True,False
100329,gate_30,168,True,True
100330,gate_30,5,False,False
100331,gate_30,40,False,False
100332,gate_30,4,True,True
100333,gate_30,0,False,False
100334,gate_30,98,True,False
100335,gate_30,119,False,False
100336,gate_30,9,True,False
100337,gate_30,5,False,False
100338,gate_30,48,False,False
100339,gate_30,0,True,True
100340,gate_30,6,True,True
100341,gate_30,72,False,False
100342,gate_30,14,True,False
100343,gate_30,37,False,False
100344,gate_30,57,True,True
100345,gate_30,7,False,False
100346,gate_30,35,True,True
100347,gate_30,44,False,False
100348,gate_30,21,False,False
100349,gate_30,6,False,False
100350,gate_30,12,False,False
100351,gate_30,4,True,True
100352,gate_30,57,False,False
100353,gate_30,18,False,False
100354,gate_30,15,False,False
100355,gate_30,2,False,False
100356,gate_30,169,False,False
100357,gate_30,103,True,False
100358,gate_30,20,True,True
100359,gate_30,7,True,False
100360,gate_30,26,True,False
100361,gate_30,37,True,False
100362,gate_30,187,False,False
100363,gate_30,5,True,True
100364,gate_30,16,False,False
100365,gate_30,274,False,False
100366,gate_30,14,False,False
100367,gate_30,11,False,False
100368,gate_30,14,False,False
100369,gate_30,5,True,True
100370,gate_30,33,False,False
100371,gate_30,5,False,False
100372,gate_30,7,True,False
100373,gate_30,32,False,False
100374,gate_30,81,True,False
100375,gate_30,57,False,False
100376,gate_30,9,True,True
100377,gate_30,10,False,False
100378,gate_30,0,False,False
100379,gate_30,9,False,False
100380,gate_30,5,True,True
100381,gate_30,35,True,False
100382,gate_30,89,True,False
100383,gate_30,39,True,True
100384,gate_30,10,True,False
100385,gate_30,51,False,False
100386,gate_30,15,True,True
100387,gate_30,138,False,False
100388,gate_30,28,False,False
100389,gate_30,44,False,False
100390,gate_30,21,True,False
100391,gate_30,92,False,False
100392,gate_30,79,False,False
100393,gate_30,60,False,False
100394,gate_30,29,False,False
100395,gate_30,73,True,False
100396,gate_30,104,False,False
100397,gate_30,13,True,False
100398,gate_30,89,False,False
100399,gate_30,14,True,False
100400,gate_30,6,True,True
100401,gate_30,37,True,True
100402,gate_30,40,True,False
100403,gate_30,286,False,False
100404,gate_30,27,False,False
100405,gate_30,21,True,False
100406,gate_30,44,True,False
100407,gate_30,31,True,False
100408,gate_30,69,False,False
100409,gate_30,35,False,False
100410,gate_30,63,True,False
100411,gate_30,40,False,False
100412,gate_30,52,True,False
100413,gate_30,26,True,False
100414,gate_30,136,False,False
100415,gate_30,6,False,False
100416,gate_30,33,True,True
100417,gate_30,3,True,True
100418,gate_30,102,True,True
100419,gate_30,35,True,False
100420,gate_30,119,False,False
100421,gate_30,37,False,False
100422,gate_30,85,False,False
100423,gate_30,102,False,False
100424,gate_30,0,True,False
100425,gate_30,75,True,True
100426,gate_30,24,False,False
100427,gate_30,8,False,False
100428,gate_30,55,False,False
100429,gate_30,9,False,False
100430,gate_30,13,True,True
100431,gate_30,22,True,True
100432,gate_30,58,True,True
100433,gate_30,4,True,True
100434,gate_30,25,True,True
100435,gate_30,107,True,False
100436,gate_30,23,False,False
100437,gate_30,78,False,False
100438,gate_30,40,False,False
100439,gate_30,30,True,False
100440,gate_30,5,True,False
100441,gate_30,16,False,False
100442,gate_30,43,False,False
100443,gate_30,68,True,True
100444,gate_30,38,False,False
100445,gate_30,76,False,False
100446,gate_30,9,False,False
100447,gate_30,208,True,True
100448,gate_30,7,False,False
100449,gate_30,43,False,False
100450,gate_30,180,False,False
100451,gate_30,73,False,False
100452,gate_30,161,True,False
100453,gate_30,42,False,False
100454,gate_30,39,True,False
100455,gate_30,59,True,False
100456,gate_30,13,False,False
100457,gate_30,50,False,False
100458,gate_30,40,True,False
100459,gate_30,79,False,False
100460,gate_30,105,False,False
100461,gate_30,159,True,False
100462,gate_30,7,False,False
100463,gate_30,130,False,False
100464,gate_30,98,False,False
100465,gate_30,83,True,False
100466,gate_30,157,True,True
100467,gate_30,61,False,False
100468,gate_30,13,False,False
100469,gate_30,95,True,False
100470,gate_30,29,False,False
100471,gate_30,66,True,True
100472,gate_30,65,True,False
100473,gate_30,15,True,True
100474,gate_30,180,True,False
100475,gate_30,54,False,False
100476,gate_30,18,True,False
100477,gate_30,48,True,False
100478,gate_30,97,True,False
100479,gate_30,48,False,False
100480,gate_30,41,True,True
100481,gate_30,3,True,True
100482,gate_30,4,False,False
100483,gate_30,22,False,False
100484,gate_30,51,True,False
100485,gate_30,36,True,False
100486,gate_30,170,True,True
100487,gate_30,72,True,False
100488,gate_30,1,False,False
100489,gate_30,55,False,False
100490,gate_30,4,False,False
100491,gate_30,133,False,False
100492,gate_30,13,True,False
100493,gate_30,40,True,False
100494,gate_30,30,False,False
100495,gate_30,33,False,False
100496,gate_30,40,False,False
100497,gate_30,186,False,False
100498,gate_30,10,False,False
100499,gate_30,141,False,False
100500,gate_30,31,False,False
100501,gate_30,24,True,False
100502,gate_30,4,False,False
100503,gate_30,49,True,True
100504,gate_30,66,True,False
100505,gate_30,56,True,False
100506,gate_30,32,True,True
100507,gate_30,49,True,False
100508,gate_30,35,True,False
100509,gate_30,40,False,False
100510,gate_30,101,False,False
100511,gate_30,44,False,False
100512,gate_30,29,True,True
100513,gate_30,35,False,False
100514,gate_30,97,False,False
100515,gate_30,94,True,True
100516,gate_30,7,True,True
100517,gate_30,37,False,False
100518,gate_30,11,False,False
100519,gate_30,267,False,False
100520,gate_30,2,True,False
100521,gate_30,53,False,False
100522,gate_30,19,True,True
100523,gate_30,38,False,False
100524,gate_30,26,False,False
100525,gate_30,10,False,False
100526,gate_30,51,False,False
100527,gate_30,14,True,False
100528,gate_30,2,True,True
100529,gate_30,16,False,False
100530,gate_30,1,True,True
100531,gate_30,117,False,False
100532,gate_30,23,True,True
100533,gate_30,270,False,False
100534,gate_30,24,False,False
100535,gate_30,50,True,True
100536,gate_30,60,False,False
100537,gate_30,43,True,True
100538,gate_30,1,True,False
100539,gate_30,6,False,False
100540,gate_30,17,False,False
100541,gate_30,40,False,False
100542,gate_30,78,True,False
100543,gate_30,21,True,False
100544,gate_30,24,True,False
100545,gate_30,15,True,True
100546,gate_30,141,True,True
100547,gate_30,25,False,False
100548,gate_30,46,False,False
100549,gate_30,11,False,False
100550,gate_30,22,False,False
100551,gate_30,87,True,True
100552,gate_30,18,True,False
100553,gate_30,52,False,False
100554,gate_30,52,True,True
100555,gate_30,7,True,True
100556,gate_30,39,False,False
100557,gate_30,44,False,False
100558,gate_30,16,False,False
100559,gate_30,25,True,False
100560,gate_30,104,False,False
100561,gate_30,104,True,False
100562,gate_30,11,True,False
100563,gate_30,168,True,False
100564,gate_30,133,True,False
100565,gate_30,141,False,False
100566,gate_30,21,True,False
100567,gate_30,9,True,False
100568,gate_30,4,False,False
100569,gate_30,59,False,False
100570,gate_30,20,True,False
100571,gate_30,39,False,False
100572,gate_30,21,True,False
100573,gate_30,236,False,False
100574,gate_30,34,True,False
100575,gate_30,127,False,False
100576,gate_30,21,True,True
100577,gate_30,9,False,False
100578,gate_30,44,False,False
100579,gate_30,26,False,False
100580,gate_30,46,False,False
100581,gate_30,105,True,False
100582,gate_30,13,False,False
100583,gate_30,39,True,True
100584,gate_30,79,False,False
100585,gate_30,24,True,True
100586,gate_30,13,False,False
100587,gate_30,247,True,False
100588,gate_30,36,False,False
100589,gate_30,42,True,False
100590,gate_30,25,False,False
100591,gate_30,23,False,False
100592,gate_30,157,False,False
100593,gate_30,34,False,False
100594,gate_30,15,False,False
100595,gate_30,25,False,False
100596,gate_30,98,False,False
100597,gate_30,20,False,False
100598,gate_30,48,True,True
100599,gate_30,73,True,True
100600,gate_30,77,True,False
100601,gate_30,17,False,False
100602,gate_30,15,False,False
100603,gate_30,0,False,False
100604,gate_30,19,False,False
100605,gate_30,50,False,False
100606,gate_30,109,False,False
100607,gate_30,116,True,True
100608,gate_30,90,True,True
100609,gate_30,4,True,True
100610,gate_30,92,True,True
100611,gate_30,127,False,False
100612,gate_30,47,False,False
100613,gate_30,9,False,False
100614,gate_30,11,True,False
100615,gate_30,93,True,True
100616,gate_30,21,False,False
100617,gate_30,13,True,False
100618,gate_30,82,False,False
100619,gate_30,4,True,True
100620,gate_30,23,False,False
100621,gate_30,26,False,False
100622,gate_30,4,False,False
100623,gate_30,18,False,False
100624,gate_30,5,False,False
100625,gate_30,91,True,False
100626,gate_30,11,False,False
100627,gate_30,12,True,False
100628,gate_30,9,True,True
100629,gate_30,50,True,False
100630,gate_30,12,True,False
100631,gate_30,28,True,False
100632,gate_30,67,False,False
100633,gate_30,156,True,True
100634,gate_30,5,False,False
100635,gate_30,83,True,False
100636,gate_30,30,True,False
100637,gate_30,19,True,True
100638,gate_30,0,True,True
100639,gate_30,50,False,False
100640,gate_30,158,True,False
100641,gate_30,8,True,False
100642,gate_30,103,True,False
100643,gate_30,84,True,False
100644,gate_30,17,False,False
100645,gate_30,76,False,False
100646,gate_30,4,False,False
100647,gate_30,77,True,False
100648,gate_30,10,True,False
100649,gate_30,25,True,False
100650,gate_30,39,True,False
100651,gate_30,313,True,True
100652,gate_30,61,False,False
100653,gate_30,38,False,False
100654,gate_30,42,False,False
100655,gate_30,48,False,False
100656,gate_30,93,False,False
100657,gate_30,73,False,False
100658,gate_30,0,False,False
100659,gate_30,23,True,False
100660,gate_30,13,True,False
100661,gate_30,37,False,False
100662,gate_30,42,False,False
100663,gate_30,75,False,False
100664,gate_30,26,True,False
100665,gate_30,114,True,True
100666,gate_30,142,True,False
100667,gate_30,42,False,False
100668,gate_30,126,False,False
100669,gate_30,77,True,False
100670,gate_30,27,True,False
100671,gate_30,161,False,False
100672,gate_30,103,False,False
100673,gate_30,45,True,True
100674,gate_30,27,True,False
100675,gate_30,72,False,False
100676,gate_30,40,True,True
100677,gate_30,17,True,False
100678,gate_30,103,False,False
100679,gate_30,7,True,False
100680,gate_30,63,True,False
100681,gate_30,37,True,False
100682,gate_30,212,False,False
100683,gate_30,116,False,False
100684,gate_30,17,False,False
100685,gate_30,52,False,False
100686,gate_30,68,False,False
100687,gate_30,28,True,False
100688,gate_30,23,True,False
100689,gate_30,104,False,False
100690,gate_30,80,True,False
100691,gate_30,95,True,True
100692,gate_30,17,False,False
100693,gate_30,36,True,True
100694,gate_30,18,True,True
100695,gate_30,49,False,False
100696,gate_30,6,False,False
100697,gate_30,4,False,False
100698,gate_30,61,False,False
100699,gate_30,219,True,False
100700,gate_30,1,False,False
100701,gate_30,140,True,True
100702,gate_30,0,False,False
100703,gate_30,2,False,False
100704,gate_30,8,False,False
100705,gate_30,19,False,False
100706,gate_30,53,True,True
100707,gate_30,45,False,False
100708,gate_30,109,True,False
100709,gate_30,3,False,False
100710,gate_30,14,False,False
100711,gate_30,53,False,False
100712,gate_30,90,False,False
100713,gate_30,246,True,False
100714,gate_30,6,False,False
100715,gate_30,20,False,False
100716,gate_30,19,False,False
100717,gate_30,12,False,False
100718,gate_30,20,True,False
100719,gate_30,34,True,False
100720,gate_30,38,False,False
100721,gate_30,52,False,False
100722,gate_30,28,False,False
100723,gate_30,69,True,False
100724,gate_30,59,False,False
100725,gate_30,17,False,False
100726,gate_30,17,False,False
100727,gate_30,38,False,False
100728,gate_30,49,False,False
100729,gate_30,25,False,False
100730,gate_30,50,True,True
100731,gate_30,65,False,False
100732,gate_30,8,False,False
100733,gate_30,171,False,False
100734,gate_30,60,False,False
100735,gate_30,143,True,False
100736,gate_30,28,False,False
100737,gate_30,119,True,False
100738,gate_30,80,False,False
100739,gate_30,66,False,False
100740,gate_30,18,True,True
100741,gate_30,27,True,False
100742,gate_30,71,False,False
100743,gate_30,7,True,True
100744,gate_30,97,False,False
100745,gate_30,217,False,False
100746,gate_30,63,True,True
100747,gate_30,130,True,False
100748,gate_30,17,True,False
100749,gate_30,155,True,True
100750,gate_30,3,False,False
100751,gate_30,12,False,False
100752,gate_30,87,True,True
100753,gate_30,63,False,False
100754,gate_30,85,True,False
100755,gate_30,5,False,False
100756,gate_30,7,True,False
100757,gate_30,94,True,False
100758,gate_30,7,True,False
100759,gate_30,48,False,False
100760,gate_30,109,True,True
100761,gate_30,53,False,False
100762,gate_30,51,True,False
100763,gate_30,50,True,True
100764,gate_30,3,True,False
100765,gate_30,69,False,False
100766,gate_30,112,True,False
100767,gate_30,38,True,False
100768,gate_30,27,False,False
100769,gate_30,34,False,False
100770,gate_30,11,True,False
100771,gate_30,41,False,False
100772,gate_30,22,False,False
100773,gate_30,39,False,False
100774,gate_30,75,True,True
100775,gate_30,26,False,False
100776,gate_30,63,True,True
100777,gate_30,56,True,True
100778,gate_30,10,True,False
100779,gate_30,10,False,False
100780,gate_30,22,True,False
100781,gate_30,32,False,False
100782,gate_30,15,True,False
100783,gate_30,188,True,True
100784,gate_30,42,False,False
100785,gate_30,16,True,False
100786,gate_30,7,True,False
100787,gate_30,8,False,False
100788,gate_30,44,False,False
100789,gate_30,1,True,False
100790,gate_30,7,True,True
100791,gate_30,4,False,False
100792,gate_30,88,True,False
100793,gate_30,100,False,False
100794,gate_30,70,True,False
100795,gate_30,25,False,False
100796,gate_30,55,False,False
100797,gate_30,14,False,False
100798,gate_30,5,True,True
100799,gate_30,2,True,False
100800,gate_30,105,True,True
100801,gate_30,65,True,False
100802,gate_30,167,False,False
100803,gate_30,53,True,True
100804,gate_30,10,False,False
100805,gate_30,31,True,True
100806,gate_30,12,True,False
100807,gate_30,30,False,False
100808,gate_30,65,True,True
100809,gate_30,12,False,False
100810,gate_30,43,True,True
100811,gate_30,45,True,False
100812,gate_30,10,True,False
100813,gate_30,94,False,False
100814,gate_30,1,True,True
100815,gate_30,10,False,False
100816,gate_30,8,False,False
100817,gate_30,161,False,False
100818,gate_30,125,True,False
100819,gate_30,12,True,False
100820,gate_30,27,False,False
100821,gate_30,9,True,False
100822,gate_30,5,True,False
100823,gate_30,28,True,False
100824,gate_30,20,False,False
100825,gate_30,100,False,False
100826,gate_30,4,True,True
100827,gate_30,18,False,False
100828,gate_30,41,True,False
100829,gate_30,8,True,True
100830,gate_30,118,True,True
100831,gate_30,20,False,False
100832,gate_30,23,False,False
100833,gate_30,173,False,False
100834,gate_30,80,False,False
100835,gate_30,100,True,True
100836,gate_30,40,True,True
100837,gate_30,20,True,True
100838,gate_30,146,True,False
100839,gate_30,16,False,False
100840,gate_30,6,False,False
100841,gate_30,67,False,False
100842,gate_30,32,True,False
100843,gate_30,70,False,False
100844,gate_30,35,False,False
100845,gate_30,9,True,True
100846,gate_30,25,False,False
100847,gate_30,14,True,False
100848,gate_30,1,True,False
100849,gate_30,21,True,True
100850,gate_30,104,False,False
100851,gate_30,44,False,False
100852,gate_30,159,True,False
100853,gate_30,35,False,False
100854,gate_30,65,False,False
100855,gate_30,6,False,False
100856,gate_30,116,False,False
100857,gate_30,48,True,True
100858,gate_30,97,False,False
100859,gate_30,45,False,False
100860,gate_30,0,True,False
100861,gate_30,44,False,False
100862,gate_30,30,True,False
100863,gate_30,9,False,False
100864,gate_30,20,True,False
100865,gate_30,57,False,False
100866,gate_30,47,True,False
100867,gate_30,74,False,False
100868,gate_30,125,False,False
100869,gate_30,65,True,False
100870,gate_30,12,False,False
100871,gate_30,63,True,True
100872,gate_30,88,False,False
100873,gate_30,7,True,False
100874,gate_30,157,True,False
100875,gate_30,151,True,False
100876,gate_30,38,False,False
100877,gate_30,7,False,False
100878,gate_30,1,False,False
100879,gate_30,58,True,False
100880,gate_30,186,False,False
100881,gate_30,7,False,False
100882,gate_30,23,False,False
100883,gate_30,67,False,False
100884,gate_30,67,True,False
100885,gate_30,2,True,False
100886,gate_30,10,False,False
100887,gate_30,1,False,False
100888,gate_30,2,True,False
100889,gate_30,74,False,False
100890,gate_30,34,True,False
100891,gate_30,86,False,False
100892,gate_30,60,False,False
100893,gate_30,32,False,False
100894,gate_30,36,False,False
100895,gate_30,103,True,False
100896,gate_30,29,True,True
100897,gate_30,59,False,False
100898,gate_30,61,False,False
100899,gate_30,66,False,False
100900,gate_30,109,True,True
100901,gate_30,57,True,False
100902,gate_30,22,False,False
100903,gate_30,14,True,True
100904,gate_30,39,False,False
100905,gate_30,134,False,False
100906,gate_30,83,True,False
100907,gate_30,133,True,False
100908,gate_30,81,True,False
100909,gate_30,87,True,True
100910,gate_30,2,False,False
100911,gate_30,0,True,False
100912,gate_30,198,True,True
100913,gate_30,14,False,False
100914,gate_30,25,True,False
100915,gate_30,4,False,False
100916,gate_30,44,True,True
100917,gate_30,82,True,False
100918,gate_30,20,False,False
100919,gate_30,32,True,False
100920,gate_30,22,False,False
100921,gate_30,106,False,False
100922,gate_30,160,True,True
100923,gate_30,106,True,True
100924,gate_30,43,False,False
100925,gate_30,137,True,True
100926,gate_30,5,False,False
100927,gate_30,78,True,True
100928,gate_30,53,True,False
100929,gate_30,9,True,False
100930,gate_30,136,True,True
100931,gate_30,147,False,False
100932,gate_30,71,True,False
100933,gate_30,56,True,False
100934,gate_30,5,True,False
100935,gate_30,11,False,False
100936,gate_30,16,False,False
100937,gate_30,105,True,False
100938,gate_30,37,False,False
100939,gate_30,3,True,False
100940,gate_30,90,False,False
100941,gate_30,126,True,True
100942,gate_30,44,True,False
100943,gate_30,252,True,False
100944,gate_30,4,True,False
100945,gate_30,60,True,False
100946,gate_30,36,False,False
100947,gate_30,48,True,False
100948,gate_30,6,True,False
100949,gate_30,26,False,False
100950,gate_30,52,True,True
100951,gate_30,68,False,False
100952,gate_30,6,False,False
100953,gate_30,8,False,False
100954,gate_30,104,True,False
100955,gate_30,133,True,False
100956,gate_30,167,False,False
100957,gate_30,27,True,False
100958,gate_30,72,True,False
100959,gate_30,7,True,False
100960,gate_30,6,False,False
100961,gate_30,76,False,False
100962,gate_30,58,False,False
100963,gate_30,6,True,False
100964,gate_30,25,False,False
100965,gate_30,5,True,True
100966,gate_30,127,False,False
100967,gate_30,2,True,True
100968,gate_30,49,True,False
100969,gate_30,1,False,False
100970,gate_30,7,False,False
100971,gate_30,21,True,False
100972,gate_30,70,False,False
100973,gate_30,39,True,True
100974,gate_30,29,False,False
100975,gate_30,14,True,False
100976,gate_30,135,True,False
100977,gate_30,71,False,False
100978,gate_30,12,False,False
100979,gate_30,18,False,False
100980,gate_30,11,False,False
100981,gate_30,24,False,False
100982,gate_30,12,True,False
100983,gate_30,0,True,True
100984,gate_30,10,False,False
100985,gate_30,54,True,False
100986,gate_30,56,False,False
100987,gate_30,18,True,True
100988,gate_30,38,False,False
100989,gate_30,8,False,False
100990,gate_30,79,False,False
100991,gate_30,10,False,False
100992,gate_30,4,False,False
100993,gate_30,1,False,False
100994,gate_30,42,False,False
100995,gate_30,26,False,False
